,index,name,metal_complex,SMILES,max_absorption_peak,max_emission_peak,solvant_spectrum,molar_extinction_coefficient,quantum_yield_fluorescence,max_phosphorescence_peak,quantum_yield_singlet_oxygen,solvant_quantum_yield,energy_level_exited_triplet_state,energy_level_HUMO,energy_level_LUMO,difference_HOMO_and_LUMO,method_for_HOMO/LUMO,all_absoption_peaks,reference_DOI
1236,3_44,PTTP,FALSE,[*]C1=CC=C(C2=CC=C(C(C=C%12)=CC=C%12/C(C4=CC=C5N4[Zn]N/8/C(C=CC8=C9C%10=CC(OCCOCCO)=CC(OCCOCCO)=C%10)=C(C%11=CC=C([*])C=C%11)\C(C=C7)=N/C7=C5/C6=CC(OCCOCCO)=CC(OCCOCCO)=C6)=C3/N=C\9C=C3)S2)S1,440,,CHCl3,510000,9.7,,0.88,DMF,,,,,,440 560,10.1039/c5ob01435b
1237,3_45,"5,10,15,20-Tetrakis(4-(2,3,4,6-tetra-O-acetyl-?-D-glucopy-
ranosylthio)-2,3,5,6-tetrafluorophenyl)porphyrin",TRUE,FC1=C(S[C@@H]%13O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%13OC(C)=O)C(F)=C(F)C(C4=C2C=CC8=[N@@]2[2H]([N@@]5=C%11C=CC5=C6C7=C(F)C(F)=C(S[C@@H]%14O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%14OC(C)=O)C(F)=C7F)(N%10C(C=CC%10=C%11C%12=C(F)C(F)=C(S[C@@H]%15O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%15OC(C)=O)C(F)=C%12F)=C8C9=C(F)C(F)=C(S[C@@H]%16O[C@H](COC(C)=O)[C@@H](OC(C)=O)C(OC(C)=O)[C@H]%16OC(C)=O)C(F)=C9F)N3C6=CC=C34)=C1F,415,640,DMSO,41500,,,0.081,DMSO,,,,,,415  507   539  580   634  ,10.1021/bc800522y
1238,3_46,"5,10,15,20-Tetrakis(4-(2,3,4,6-tetra-O-acetyl-?-D-glucopy-
ranosylthio)-2,3,5,6-tetrafluorophenyl)porphyrinato Zinc(II)",TRUE,FC1=C(S[C@@H]%13O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%13OC(C)=O)C(F)=C(F)C(C4=C2C=CC8=[N@@]2[Zn@@]([N@@]5=C%11C=CC5=C6C7=C(F)C(F)=C(S[C@@H]%14O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%14OC(C)=O)C(F)=C7F)(N%10C(C=CC%10=C%11C%12=C(F)C(F)=C(S[C@@H]%15O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%15OC(C)=O)C(F)=C%12F)=C8C9=C(F)C(F)=C(S[C@@H]%16O[C@H](COC(C)=O)[C@@H](OC(C)=O)C(OC(C)=O)[C@H]%16OC(C)=O)C(F)=C9F)N3C6=CC=C34)=C1F,425,599,DMSO,46400,,,0.055,DMSO,,,,,,425  554 ,10.1021/bc800522y
1239,3_47,"5,10,15,20-Tetrakis(4-(2,3,4,6-tetra-O-acetyl-?-D-glucopy-
ranosylthio)-2,3,5,6-tetrafluorophenyl)porphyrinato Palla-
dium(II)",TRUE,FC1=C(S[C@@H]%13O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%13OC(C)=O)C(F)=C(F)C(C4=C2C=CC8=[N@@]2[Pd@@]([N@@]5=C%11C=CC5=C6C7=C(F)C(F)=C(S[C@@H]%14O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%14OC(C)=O)C(F)=C7F)(N%10C(C=CC%10=C%11C%12=C(F)C(F)=C(S[C@@H]%15O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%15OC(C)=O)C(F)=C%12F)=C8C9=C(F)C(F)=C(S[C@@H]%16O[C@H](COC(C)=O)[C@@H](OC(C)=O)C(OC(C)=O)[C@H]%16OC(C)=O)C(F)=C9F)N3C6=CC=C34)=C1F,409,557,DMSO,28100,,,0.003,DMSO,,,,,,409  519   552  ,10.1021/bc800522y
1240,3_48,"5,10,15,20-Tetrakis(4-(2,3,4,6-tetra-O-acetyl-?-D-glucopy-
ranosylthio)-2,3,5,6-tetrafluorophenyl)porphyrinato Plati-
num(II)",TRUE,FC1=C(S[C@@H]%13O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%13OC(C)=O)C(F)=C(F)C(C4=C2C=CC8=[N@@]2[Pt@@]([N@@]5=C%11C=CC5=C6C7=C(F)C(F)=C(S[C@@H]%14O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%14OC(C)=O)C(F)=C7F)(N%10C(C=CC%10=C%11C%12=C(F)C(F)=C(S[C@@H]%15O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]%15OC(C)=O)C(F)=C%12F)=C8C9=C(F)C(F)=C(S[C@@H]%16O[C@H](COC(C)=O)[C@@H](OC(C)=O)C(OC(C)=O)[C@H]%16OC(C)=O)C(F)=C9F)N3C6=CC=C34)=C1F,394,653,DMSO,28300,,,0.001,DMSO,,,,,,394  507  539,10.1021/bc800522y
1241,3_49,"5,10,15,20-Tetrakis(4-(?-D-glucopyranosylthio)-2,3,5,6-tet-
rafluorophenyl)porphyrin ",FALSE,FC1=C(S[C@@H]%13O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%13O)C(F)=C(F)C(C4=C2C=CC8=[N@@]2[2H]([N@@]5=C%11C=CC5=C6C7=C(F)C(F)=C(S[C@@H]%14O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%14O)C(F)=C7F)(N%10C(C=CC%10=C%11C%12=C(F)C(F)=C(S[C@@H]%15O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%15O)C(F)=C%12F)=C8C9=C(F)C(F)=C(S[C@@H]%16O[C@H](CO)[C@@H](O)C(O)[C@H]%16O)C(F)=C9F)N3C6=CC=C34)=C1F,415,640,DMSO,33400,,,0.063,DMSO,,,,,,415   507   539   581  636 ,10.1021/bc800522y
1242,3_50,"5,10,15,20-Tetrakis(4-(?-D-glucopyranosylthio)-2,3,5,6-tet-
rafluorophenyl)porphyrinato Zinc(II)",TRUE,FC1=C(S[C@@H]%13O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%13O)C(F)=C(F)C(C4=C2C=CC8=[N@@]2[Zn@@]([N@@]5=C%11C=CC5=C6C7=C(F)C(F)=C(S[C@@H]%14O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%14O)C(F)=C7F)(N%10C(C=CC%10=C%11C%12=C(F)C(F)=C(S[C@@H]%15O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%15O)C(F)=C%12F)=C8C9=C(F)C(F)=C(S[C@@H]%16O[C@H](CO)[C@@H](O)C(O)[C@H]%16O)C(F)=C9F)N3C6=CC=C34)=C1F,425,599,DMSO,50200,,,0.056,DMSO,,,,,,425  554 ,10.1021/bc800522y
1243,3_51,"5,10,15,20-Tetrakis(4-(?-D-glucopyranosylthio)-2,3,5,6-tet-
rafluorophenyl)porphyrinato Palladium(II)",TRUE,FC1=C(S[C@@H]%13O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%13O)C(F)=C(F)C(C4=C2C=CC8=[N@@]2[Pd@@]([N@@]5=C%11C=CC5=C6C7=C(F)C(F)=C(S[C@@H]%14O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%14O)C(F)=C7F)(N%10C(C=CC%10=C%11C%12=C(F)C(F)=C(S[C@@H]%15O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%15O)C(F)=C%12F)=C8C9=C(F)C(F)=C(S[C@@H]%16O[C@H](CO)[C@@H](O)C(O)[C@H]%16O)C(F)=C9F)N3C6=CC=C34)=C1F,409,557,DMSO,28700,,,0.002,DMSO,,,,,,409  519   552 ,10.1021/bc800522y
1244,3_52,"5,10,15,20-Tetrakis(4-(?-D-glucopyranosylthio)-2,3,5,6-tet-
rafluorophenyl)porphyrinato Platinum(II)",TRUE,FC1=C(S[C@@H]%13O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%13O)C(F)=C(F)C(C4=C2C=CC8=[N@@]2[Pt@@]([N@@]5=C%11C=CC5=C6C7=C(F)C(F)=C(S[C@@H]%14O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%14O)C(F)=C7F)(N%10C(C=CC%10=C%11C%12=C(F)C(F)=C(S[C@@H]%15O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%15O)C(F)=C%12F)=C8C9=C(F)C(F)=C(S[C@@H]%16O[C@H](CO)[C@@H](O)C(O)[C@H]%16O)C(F)=C9F)N3C6=CC=C34)=C1F,394,651,DMSO,30700,,,0.001,DMSO,,,,,,394  507   539 ,10.1021/bc800522y
1245,3_53,1,FALSE,NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C([H])C=C7)=C(C=C4)/N/C4=C(C8=CC=C([H])C=C8)\C(C=C5)=N/C5=C(C6=CC=C([H])C=C6)\C3=CC=C2N3)C=C/1,418,664,DMF,316228,0.05,,0.22,DMF,,,,,,418,10.1021/jo900832y
1246,3_54,2C,FALSE,NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C([H])C=C7)=C(C=C4)/N/C4=C(C8=CC=C([H])C=C8)\C(C=C5)=N/C5=C(C6=CC=C(N)C=C6)\C3=CC=C2N3)C=C/1,424,674,DMF,199526,0.13,,0.37,DMF,,,,,,424,10.1021/jo900832y
1247,3_55,2T,FALSE,NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C([H])C=C7)=C(C=C4)/N/C4=C(C8=CC=C(N)C=C8)\C(C=C5)=N/C5=C(C6=CC=C([H])C=C6)\C3=CC=C2N3)C=C/1,424,674,DMF,316228,0.14,,0.42,DMF,,,,,,424,10.1021/jo900832y
1248,3_56,3,FALSE,NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C([H])C=C7)=C(C=C4)/N/C4=C(C8=CC=C(N)C=C8)\C(C=C5)=N/C5=C(C6=CC=C(N)C=C6)\C3=CC=C2N3)C=C/1,432,682,DMF,100000,0.24,,0.47,DMF,,,,,,432,10.1021/jo900832y
1249,3_57,4,FALSE,NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C(N)C=C7)=C(C=C4)/N/C4=C(C8=CC=C(N)C=C8)\C(C=C5)=N/C5=C(C6=CC=C(N)C=C6)\C3=CC=C2N3)C=C/1,434,693,DMF,79433,0.24,,0.53,DMF,,,,,,434,10.1021/jo900832y
1250,3_58,1SAM,FALSE,[H]C(C=C9)=CC=C9/C(C2=CC=C(\C(C8=CC=C(NC(=S)(C%10=CC=C(CO)C=C%10[N+]([O-])=O)=S)C=C8)=C3/N=C(\C(C7=CC=C([H])C=C7)=C(C=C6)/N/C6=C4C5=CC=C([H])C=C5)C=C3)N2)=C1C=CC\4=N/1,418,653,DMF,158489,0.02,,0.11,DMF,,,,,,418,10.1021/jo900832y
1251,3_59,2cSAM,FALSE,[H]C(C=C9)=CC=C9\C(C(C=C6)=N/C6=C4C5=CC=C(NC(=S)(C%11=CC=C(CO)C=C%11[N+]([O-])=O)=S)C=C5)=C(N2)/C=C/C2=C(C7=CC=C([H])C=C7)/C3=N/C(C=C3)=C(C8=CC=C(NC(=S)(C%10=CC=C(CO)C=C%10[N+]([O-])=O)=S)C=C8)\C1=CC=C\4N1,420,652,DMF,158489,0.01,,0.01,DMF,,,,,,420,10.1021/jo900832y
1252,3_60,2tSAM,FALSE,[H]C(C=C9)=CC=C9/C(C5=N/C(C=C5)=C3C4=CC=C(NC(=S)(C%10=CC=C(CO)C=C%10[N+]([O-])=O)=S)C=C4)=C(C=C2)/N/C2=C(C8=CC=C(NC(=S)(C%11=CC=C(CO)C=C%11[N+]([O-])=O)=S)C=C8)\C(C=C6)=N/C6=C(C7=CC=C([H])C=C7)\C1=CC=C\3N1,421,652,DMF,39811,0,,0.01,DMF,,,,,,421,10.1021/jo900832y
1253,3_61,3SAM,FALSE,[H]C(C=C9)=CC=C9/C(C5=N/C(C=C5)=C3C4=CC=C(NC(=S)(C%10=CC=C(CO)C=C%10[N+]([O-])=O)=S)C=C4)=C(C=C2)/N/C2=C(C8=CC=C(NC(=S)(C%11=CC=C(CO)C=C%11[N+]([O-])=O)=S)C=C8)\C(C=C6)=N/C6=C(C7=CC=C(NC(=S)(C%12=CC=C(CO)C=C%12[N+]([O-])=O)=S)C=C7)\C1=CC=C\3N1,422,651,DMF,251189,0.01,,0.05,DMF,,,,,,422,10.1021/jo900832y
1254,3_62,4SAM,FALSE,S=C(NC(C=C9)=CC=C9/C2=C1/N=C(\C(C7=CC=C(NC(=S)(C%13=CC=C(CO)C=C%13[N+]([O-])=O)=S)C=C7)=C(C=C4)/N/C4=C(C8=CC=C(NC(=S)(C%11=CC=C(CO)C=C%11[N+]([O-])=O)=S)C=C8)\C(C=C5)=N/C5=C(C6=CC=C(NC(=S)(C%12=CC=C(CO)C=C%12[N+]([O-])=O)=S)C=C6)\C3=CC=C2N3)C=C1)(C%10=CC=C(CO)C=C%10[N+]([O-])=O)=S,440,653,DMF,199526,0,,0.01,DMF,,,,,,440,10.1021/jo900832y
1255,3_63,7,FALSE,O=C(CCOCCOCCN)NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C(NC(CCOCCOCCN)=O)C=C7)=C(C=C4)/N/C4=C(C8=CC=CC=C8)\C(C=C5)=N/C5=C(C6=CC=C(NC(CCOCCOCCN)=O)C=C6)\C3=CC=C2N3)C=C/1,424,660,DMF,79433,0.17,,0.57,DMF,,,,,,424,10.1021/jo900832y
1256,3_64,8,FALSE,O=C(CCOCCOCCNS(C%10=CC=C([N+]([O-])=O)C=C%10[N+]([O-])=O)(=O)=O)NC(C=C9)=CC=C9\C2=C1N=C(\C(C7=CC=C(NC(CCOCCOCCNS(C%12=CC=C([N+]([O-])=O)C=C%12[N+]([O-])=O)(=O)=O)=O)C=C7)=C(C=C4)/N/C4=C(C8=CC=CC=C8)\C(C=C5)=N/C5=C(C6=CC=C(NC(CCOCCOCCNS(C%11=CC=C([N+]([O-])=O)C=C%11[N+]([O-])=O)(=O)=O)=O)C=C6)\C3=CC=C2N3)C=C/1,422,656,DMF,125893,0.08,,0.23,DMF,,,,,,422,10.1021/jo900832y
1257,3_65,1SAM-TE,FALSE,[CH2COOtBu]NC(C=C9)=CC=C9/C(C2=CC=C(\C(C8=CC=CC=C8)=C3/N=C(\C(C7=CC=CC=C7)=C(C=C6)/N/C6=C4C5=CC=CC=C5)C=C3)N2)=C1C=CC\4=N/1,417,651,DMF,316228,0.05,,0.16,DMF,,,,,,417,10.1021/jo900832y
1258,3_66,1SAM-AA,FALSE,O=S(CCCNC(C=C9)=CC=C9\C(C2=CC=C(\C(C8=CC=CC=C8)=C3/N=C(\C(C7=CC=CC=C7)=C(C=C6)/N/C6=C4C5=CC=CC=C5)C=C3)N2)=C1/C=CC\4=N1)(O)=O,418,651,DMF,316228,0.03,,0.23,DMF,,,,,,418,10.1021/jo900832y
1259,3_67,1SAM-PS,FALSE,O=C(OCCOCCOCCOC)CNC(C=C9)=CC=C9/C(C2=CC=C(\C(C8=CC=CC=C8)=C3/N=C(\C(C7=CC=CC=C7)=C(C=C6)/N/C6=C4C5=CC=CC=C5)C=C3)N2)=C1C=CC\4=N/1,418,650,DMF,158489,0.05,,0.23,DMF,,,,,,418,10.1021/jo900832y
1260,3_68,1SAM-mPEG,FALSE,O=C(O)CNC(C=C9)=CC=C9/C(C2=CC=C(\C(C8=CC=CC=C8)=C3/N=C(\C(C7=CC=CC=C7)=C(C=C6)/N/C6=C4C5=CC=CC=C5)C=C3)N2)=C1C=CC\4=N/1,417,650,DMF,31623,0.05,,0.19,DMF,,,,,,417,10.1021/jo900832y
1261,3_69,4sSAM-Mpeg,FALSE,O=C(OCCOCCOCCOC)CNC(C=C9)=CC=C9/C(C2=CC=C(\C(C8=CC=C(NCC(OCCOCCOCCOC)=O)C=C8)=C3/N=C(\C(C7=CC=C(NCC(OCCOCCOCCOC)=O)C=C7)=C(C=C6)/N/C6=C4C5=CC=C(NCC(OCCOCCOCCOC)=O)C=C5)C=C3)N2)=C1C=CC\4=N/1,420,651,DMF,125893,0.02,,0.07,DMF,,,,,,420,10.1021/jo900832y
1262,3_70,4-Mpeg,FALSE,[CH2CO2(PEG)3]N([DNs])C(C=C9)=CC=C9/C(C2=CC=C(\C(C8=CC=C(N([DNs])[CH2CO2(PEG)3])C=C8)=C3/N=C(\C(C7=CC=C(N([DNs])[CH2CO2PEG)3])C=C7)=C(C=C6)/N/C6=C4C5=CC=C(N([DNs])[CH2CO2(PEG)3])C=C5)C=C3)N2)=C1C=CC\4=N/1,437,686,DMF,199526,0.3,,0.61,DMF,,,,,,437,10.1021/jo900832y
1263,3_71,BChl-2,FALSE,C[C@@]1=[C@@](CC)C\4=N/C1=C\C2=C(C([N+]6=CC=CC=C6)=C)C=C(\C=C3/N=C(C(CC7=O)=C(C7=C5C)N/C5=C4)[C@@H](CCC(OC)=O)[C@@H]3C)N2.F[P](F)(F)(F)(F)F,354,753,CH3CN,,0.025,,,,,-0.27,-1.31,-1.66,spectrometry ,354 382 521 744,10.1002/ejoc.201901172
1264,3_72,Chl-2,FALSE,CC1=C(CC)C\4=N/C1=C\C2=C(C([N+]6=CC=CC=C6)=C)C=C(\C=C3/N=C(C(CC7=O)=C(C7=C5C)N/C5=C4)[C@@H](CCC(OC)=O)[C@@H]3C)N2.[PF6-],409,678,CH3CN,,0.088,,,,,-0.58,-1.31,-1.84,spectrometry ,409 538 673,10.1002/ejoc.201901172
1265,3_73,Por-2,FALSE,CC1=C(CC)C\4=N/C1=C\C2=C(C([N+]6=CC=CC=C6)=C)C=C(\C=C3/N=C(C(CC7=O)=C(C7=C5C)N/C5=C4)C(CCC(OC)=O)C3C)N2.[PF6-],416,642,CH3CN,,0.033,,,,,-0.72,-1.36,-1.92,spectrometry ,416 566 639,10.1002/ejoc.201901172
1266,3_74,"21-Methoxycarbonyl-13,17-bis[2-(methoxycarbonyl)ethyl]-2,7,12,18-tetramethyl-8-vinyl-2,21,22,23-tetrahydrobenzo-[b]porphyrin-22-carboxylic acid",FALSE,CC1=C(CCC(OC)=O)C\5=N/C1=C\C2=C(/C([H])=C([H])/[H])C(C)=C(\C=C3/N=C(\C=C(C(C)=C6CCC(OC)=O)/N/C6=C5)[C@@]4(C)C3=C[C@]([H])([H])[C@@]([H])([C@@](O)=O)[C@@]([C@](OC)=O)4[H])N2,406,,CHCl3,147911,,,0.54,acetonitrile,,,,,, 406   503  539  612   668 ,10.1016/j.tet.2008.06.103
1267,3_74,"21-Methoxycarbonyl-13,17-bis[2-(methoxycarbonyl)ethyl]-2,7,12,18-tetramethyl-8-vinyl-2,21,22,23-tetrahydrobenzo-[b]porphyrin-22-carboxylic acid",FALSE,CC1=C(CCC(OC)=O)C\5=N/C1=C\C2=C(/C([H])=C([H])/[H])C(C)=C(\C=C3/N=C(\C=C(C(C)=C6CCC(OC)=O)/N/C6=C5)[C@@]4(C)C3=C[C@]([H])([H])[C@@]([H])([C@@](O)=O)[C@@]([C@](OC)=O)4[H])N2,401,,ethanol,141254,,,0.54,acetonitrile,,,,,,401  500  536 612 668  ,10.1016/j.tet.2008.06.103
1268,3_75," 21-methoxycarbonyl-8,12-bis[2-(methoxycarbonyl)ethyl]-2,7,13,17-tetramethyl-18-vinyl-2,21,22,23-tetrahydrobenzo[b]porphyrin-22-carboxylic acid ",FALSE,CC5=C(CCC(OC)=O)/C6=C/C2=N/C(C(C)C2CCC(OC)=O)=C\C1=C(C)C(/C([H])=C([H])\[H])=C(/C=C(N=C4\C=C5/N6)/[C@@]3(C)C4=C[C@]([H])([H])[C@@]([H])([C@@](O)=O)[C@]([H])3[C@](OC)=O)N1.[PF6-],406,,CHCl3,181970,,,0.25,acetonitrile,,,,,,406  501 537 612  668  ,10.1016/j.tet.2008.06.103
1269,3_75," 21-methoxycarbonyl-8,12-bis[2-(methoxycarbonyl)ethyl]-2,7,13,17-tetramethyl-18-vinyl-2,21,22,23-tetrahydrobenzo[b]porphyrin-22-carboxylic acid ",FALSE,CC5=C(CCC(OC)=O)/C6=C/C2=N/C(C(C)C2CCC(OC)=O)=C\C1=C(C)C(/C([H])=C([H])\[H])=C(/C=C(N=C4\C=C5/N6)/[C@@]3(C)C4=C[C@]([H])([H])[C@@]([H])([C@@](O)=O)[C@]([H])3[C@](OC)=O)N1.[PF6-],401,,ethanol,181970,,,0.25,acetonitrile,,,,,,401 500   536 612   668  ,10.1016/j.tet.2008.06.103
1270,3_76,"（2a）3-(5-Oxo-2,3,4,5-tetrahydro-2 H-pyrano[3,2-c]chromen-2-yl)chlorin e6trimethyl ester zinc(II) ",TRUE,CC(C(N78)=C6)=C(C(OC)=O)C7=C(CC(OC)=O)C5=[N@@]2C([C@](C)([H])=[C@@]([H])5CCC([o]C)=[o])=CC1=C(C)C(C9CCC%10=C(C(C=CC=C%11)=C%11OC%10=O)O9)=C4N1[Zn@@]82[N@]3=C6C(CC)=C(C)C3=C4,411,,DMF,131826,0.15,,0.36,DMF,,,,,,411    517  592   633  ,10.1002/chem.201403214
1271,3_77,"(3a)3-(9-Methyl-5-oxo-2,3,4,5-tetrahydro-2 H-pyrano[3,2-c]chromen-2-yl)chlorin e6 trimethyl ester zinc(II)",TRUE,CC(C(N78)=C6)=C(C(OC)=O)C7=C(CC(OC)=O)C5=[N@@]2C([C@](C)([H])=[C@@]([H])5CCC([o]C)=[o])=CC1=C(C)C(C9CCC%10=C(C(C=C(C)C=C%11)=C%11OC%10=O)O9)=C4N1[Zn@@]82[N@]3=C6C(CC)=C(C)C3=C4,411,,DMF,109648,0.17,,0.32,DMF,,,,,,411  515 592  633   ,10.1002/chem.201403214
1272,3_78,"(4a)3-(6-Methyl-5-oxo-2,3,4,5-tetrahydro-2 H-pyrano[3,2-c]quinolin-2-yl)chlorin e6 trimethyl ester zinc(II)",TRUE,CC(C(N78)=C6)=C(C(OC)=O)C7=C(CC(OC)=O)C5=[N@@]2C([C@](C)([H])=[C@@]([H])5CCC([o]C)=[o])=CC1=C(C)C(C9CCC%10=C(C(C=CC=C%11)=C%11N(C)C%10=O)O9)=C4N1[Zn@@]82[N@]3=C6C(CC)=C(C)C3=C4,411,,DMF,97724,0.16,,0.52,DMF,,,,,,411  514 592   632  ,10.1002/chem.201403214
1273,3_79,"(5a)3-(5,10-Dioxo-3,4,5,10-tetrahydro-2 H-benzo[g]chromen-2-yl)chlorin e6 trimethyl ester zinc(II)",TRUE,CC(C(N78)=C6)=C(C(OC)=O)C7=C(CC(OC)=O)C5=[N@@]2C([C@](C)([H])=[C@@]([H])5CCC([o]C)=[o])=CC1=C(C)C(C9CCC%10=C(C(C(C=CC=C%11)=C%11C%10=O)=O)O9)=C4N1[Zn@@]82[N@]3=C6C(CC)=C(C)C3=C4,411,,DMF,117490,0.01,,0.01,DMF,,,,,,411 517  592   633  ,10.1002/chem.201403214
1274,3_80,"(2b)3-(5-Oxo-2,3,4,5-tetrahydro-2 H-pyrano[3,2-c]chromen-2-yl)chlorin e6 trimethyl ester",FALSE,CC(C(N78)=C6)=C(C(OC)=O)C7=C(CC(OC)=O)C5=[N@@]2C([C@](C)([H])=[C@@]([H])5CCC([o]C)=[o])=CC1=C(C)C(C9CCC%10=C(C(C=CC=C%11)=C%11OC%10=O)O9)=C4N1[2H]82[N@]3=C6C(CC)=C(C)C3=C4,396,,DMF,131826,0.13,,0.61,DMF,,,,,,396 497 524  601  657 ,10.1002/chem.201403214
1275,3_81,"(3b)3-(9-Methyl-5-oxo-2,3,4,5-tetrahydro-2 H-pyrano[3,2-c]chromen-2-yl)chlorin e6 trimethyl ester",FALSE,CC(C(N78)=C6)=C(C(OC)=O)C7=C(CC(OC)=O)C5=[N@@]2C([C@](C)([H])=[C@@]([H])5CCC([o]C)=[o])=CC1=C(C)C(C9CCC%10=C(C(C=C(C)C=C%11)=C%11OC%10=O)O9)=C4N1[2H]82[N@]3=C6C(CC)=C(C)C3=C4,396,,DMF,125893,0.16,,0.62,DMF,,,,,,"396  497  524  603 , 657  ",10.1002/chem.201403214
1276,3_82,"(4b)3-(6-Methyl-5-oxo-2,3,4,5-tetrahydro-2 H-pyrano[3,2-c]quinolin-2-yl)chlorin e6 trimethyl ester",FALSE,CC(C(N78)=C6)=C(C(OC)=O)C7=C(CC(OC)=O)C5=[N@@]2C([C@](C)([H])=[C@@]([H])5CCC([o]C)=[o])=CC1=C(C)C(C9CCC%10=C(C(C=CC=C%11)=C%11N(C)C%10=O)O9)=C4N1[2H]82[N@]3=C6C(CC)=C(C)C3=C4,396,,DMF,125893,0.2,,0.6,DMF,,,,,,396 497 524   603   657   ,10.1002/chem.201403214
1277,3_83,"(5b)3-(5,10-Dioxo-3,4,5,10-tetrahydro-2 H-benzo[g]chromen-2-yl)chlorin e6 trimethyl ester",FALSE,CC(C(N78)=C6)=C(C(OC)=O)C7=C(CC(OC)=O)C5=[N@@]2C([C@](C)([H])=[C@@]([H])5CCC([o]C)=[o])=CC1=C(C)C(C9CCC%10=C(C(C(C=CC=C%11)=C%11C%10=O)=O)O9)=C4N1[2H]82[N@]3=C6C(CC)=C(C)C3=C4,396,,DMF,123027,0.01,,0.04,DMF,,,,,,396  497  524   603 657   ,10.1002/chem.201403214
1278,3_84,"(8a){3,8-Bis(5-oxo-2,3,4,5-tetrahydro-2 H-pyrano[3,2-c]chromen-2-yl)-13,17bis[2-(methoxycarbonyl)ethyl]-2,7,12,18-tetramethylporphyrinato}zinc(II)",TRUE,CC(C(N78)=C6)=C(CCC(OC)=O)C7=CC5=[N@@]2C(C(C)=C5CCC([o]C)=[o])=CC1=C(C)C(C9OC(C(C=CC=C%11)=C%11OC%10=O)C%10CC9)=C4N1[Zn@@]82[N@]3=C6C(C%12OC(C(C=CC=C%14)=C%14OC%13=O)C%13CC%12)=C(C)C3=C4,411,,DMF,446684,0.04,,0.72,DMF,,,,,,411  540   576 ,10.1002/chem.201403214
1279,3_85,"(9a){3,8-Bis(6-methyl-5-oxo-2,3,4,5-tetrahydro-2 H-pyrano[3,2-c]chromen2-yl)-13,17-bis[2-(methoxycarbonyl)ethyl]-2,7,12,18-tetramethylporphyrinato}zinc(II)",TRUE,CC(C(N78)=C6)=C(CCC(OC)=O)C7=CC5=[N@@]2C(C(C)=C5CCC([o]C)=[o])=CC1=C(C)C(C9OC(C(C=C(C)C=C%11)=C%11OC%10=O)C%10CC9)=C4N1[Zn@@]82[N@]3=C6C(C%12OC(C(C=C(C)C=C%14)=C%14OC%13=O)C%13CC%12)=C(C)C3=C4,411,,DMF,363078,0.03,,0.65,DMF,,,,,,411  539   576 ,10.1002/chem.201403214
1280,3_86,"(10a){3,8-Bis(6-N-methyl-5-oxo-2,3,4,5-tetrahydro-2 H-pyrano[3,2-c]quinolin2-yl)-13,17-bis[2-(methoxycarbonyl)ethyl]-2,7,12,18-tetramethylporphyrinato}zinc(II)",TRUE,CC(C(N78)=C6)=C(CCC(OC)=O)C7=CC5=[N@@]2C(C(C)=C5CCC([o]C)=[o])=CC1=C(C)C(C9OC(C(C=CC=C%11)=C%11N(C)C%10=O)C%10CC9)=C4N1[Zn@@]82[N@]3=C6C(C%12OC(C(C=CC=C%14)=C%14N(C)C%13=O)C%13CC%12)=C(C)C3=C4,411,,DMF,363078,0.04,,0.68,DMF,,,,,,411  539  575 ,10.1002/chem.201403214
